Punto,Lat,Lon,
ESCUELA PRIMARIA MACUILXOCHITZIN,19.3283899,-99.0271173,
ESCUELA PRIMARIA MADRE MEXICANA,19.3273903,-99.2844788,
ESCUELA PRIMARIA MAESTRA GABRIELA MISTRAL,19.3144041,-99.1614574,
ESCUELA PRIMARIA MAESTRO ADOLFO VALLES,19.2270244,-99.1078248,
ESCUELA PRIMARIA MAESTRO ARQUELES VELA SALVATIERRA,19.3904870,-99.2014202,
ESCUELA PRIMARIA MAESTRO CARLOS GONZALEZ PEÑA,19.4616764,-99.1128446,
ESCUELA PRIMARIA MAESTRO ERNESTO ALCONEDO,19.3771835,-99.1714240,
ESCUELA PRIMARIA MAESTRO FEDERICO ALVAREZ,19.3902067,-99.1465535,
ESCUELA PRIMARIA MAESTRO JOSE HELIODORO BRAVO,19.4587398,-99.0896268,
ESCUELA PRIMARIA MAESTRO JOSE VASCONCELOS JORNADA AMPLIA CCT 09DPR1665Z,19.4615903,-99.1635114,
ESCUELA PRIMARIA MAESTRO JULIAN CARRILLO CON INJESTA COMPLETO,19.4606858,-99.1324946,
ESCUELA PRIMARIA MAESTRO JULIO GARCIA,19.4790802,-99.1910437,
ESCUELA PRIMARIA MAESTRO LAURO AGUIRRE,19.4391525,-99.0840777,
ESCUELA PRIMARIA MAESTRO LEOPOLDO GARCIA VEYRAN,19.3943087,-99.2033401,
ESCUELA PRIMARIA MAESTRO LUIS CHAVEZ OROZCO,19.3900308,-99.0946015,
ESCUELA PRIMARIA MAESTROS DE MEXICO,19.3913137,-99.1036329,
ESCUELA PRIMARIA MAHATMA GANDHI22-0860-26414X-016,19.4862466,-99.0778271,
ESCUELA PRIMARIA MALIA GONZALEZ CABALLERO DE TIEMPO COMPLETO,19.5112866,-99.2019562,
ESCUELA PRIMARIA MANUEL ACUÑA,19.3701035,-99.2853049,
ESCUELA PRIMARIA MANUEL BONETA MENDEZ,19.4847494,-99.0711877,
ESCUELA PRIMARIA MANUEL BUENDÍA,19.3901850,-99.1229690,
ESCUELA PRIMARIA MANUEL C TELLO,19.4671836,-99.0770141,
ESCUELA PRIMARIA MANUEL GALLARDO ZAMORA,19.2723877,-99.1769221,
ESCUELA PRIMARIA MANUEL GAMIO,19.3624073,-99.0113099,
ESCUELA PRIMARIA MANUEL GONZALEZ FLORES,19.3373501,-99.0138469,
ESCUELA PRIMARIA MANUEL GUTIERREZ NAJERA,19.5006722,-99.0859547,
ESCUELA PRIMARIA MANUEL LOPEZ COTILLA,19.4194104,-99.1663076,
ESCUELA PRIMARIA MANUEL M. ACOSTA,19.4468557,-99.1700452,
ESCUELA PRIMARIA MANUEL QUIROZ MARTINEZ CCT 09DPR2300Z AMPLIADO,19.3859626,-99.2017030,
ESCUELA PRIMARIA MANUEL RIVERA CAMBAS,19.3296250,-99.0200307,
ESCUELA PRIMARIA MANUEL RUIZ RODRIGUEZ JORNADA AMPLIADA,19.4888849,-99.0840567,
ESCUELA PRIMARIA MANUEL SABINO CRESPO,19.5523534,-99.1517862,
ESCUELA PRIMARIA MAO TSE TUNG,19.3835831,-99.1134262,
ESCUELA PRIMARIA MARCDELINO HERNANDEZ ESPINOSA. COMPLETO,19.4147634,-99.1177276,
ESCUELA PRIMARIA MARCELIANO TREJO SANTA ANA,19.2817724,-99.1194124,
ESCUELA PRIMARIA MARCELINO DAVALOS,19.4336863,-99.1287762,
ESCUELA PRIMARIA MARCELINO RENTERIA,19.3265925,-99.0536787,
ESCUELA PRIMARIA MARGARITA DE GORTARI DE ZALINAS LOZANO 09DPR4522W,19.4266540,-99.0591999,
ESCUELA PRIMARIA MARGARITA MAGON DE FLORES,19.2449020,-99.0973086,
ESCUELA PRIMARIA MARGARITA MAZA DE JUAREZ,19.4391942,-99.1595535,
ESCUELA PRIMARIA MARÍA ADELINA FLORES MORALES,19.3250622,-99.2496150,
ESCUELA PRIMARIA MARÍA EPIGMENIA ARRIAGA SALGADO,19.3106642,-99.1041075,
ESCUELA PRIMARIA MARIA PATIÑO VIUDA DE OLMEDO,19.3374601,-99.2263043,
ESCUELA PRIMARIA MARIANO ABASOLO,19.3058217,-99.2336752,
ESCUELA PRIMARIA MARIANO GALVAN RIVERA,19.2680231,-99.1286605,
ESCUELA PRIMARIA MARIO DE LA CUEVA JORNADA AMPLIADA,19.4813725,-99.0889114,
ESCUELA PRIMARIA MARTIN DE LA CRUZ,19.2893347,-99.1280560,
ESCUELA PRIMARIA MARTIN LUIS GUZMAN,19.3007242,-99.2575482,
ESCUELA PRIMARIA MARTIN TORRES PADILLA,19.2857128,-99.1401651,
ESCUELA PRIMARIA MARTINA ISLAS,19.2659210,-99.1676261,
ESCUELA PRIMARIA MARTIRES DE LA REFORMA 09DPR1242S,19.3319831,-99.1090524,
ESCUELA PRIMARIA MARTIRES DE RIO BLANCO,19.4575750,-99.1142485,
ESCUELA PRIMARÍA MARTIRES DE TACUBAYA,19.4120569,-99.1900602,
ESCUELA PRIMARIA MARTIRES DE URUAPAN,19.5253089,-99.1724151,
ESCUELA PRIMARIA MARTIRES DEL AGRARISMO,19.4838285,-99.2004764,
ESCUELA PRIMARIA MAURITANIA,19.1965960,-99.1419965,
ESCUELA PRIMARIA MEDICO BERNARDO SEPULVEDA GUTIERREZ,19.3059343,-99.2668177,
ESCUELA PRIMARIA MELCHOR MUZQUIZ,19.3426406,-99.1913703,
ESCUELA PRIMARIA MELCHOR OCAMPO,19.3501284,-99.1578896,
ESCUELA PRIMARIA MELITON GUZMAN ROMERO,19.4727247,-99.1158856,
ESCUELA PRIMARIA MERCED HIDALGO MONROY DE LA TORRE MATUTINA,19.4911891,-99.1041143,
ESCUELA PRIMARIA MEXICO JAPON,19.3254183,-99.0508586,
ESCUELA PRIMARIA MEXITLI JORNADA AMPLIADA,19.4788970,-99.2086697,
ESCUELA PRIMARIA MI PATRIA ES PRIMERO,19.4855655,-99.2018856,
ESCUELA PRIMARIA MIGUEL ALEMAN,19.3900417,-99.1465742,
ESCUELA PRIMARIA MIGUEL BUSTOS CERECEDO,19.2384459,-99.1490410,
ESCUELA PRIMARIA MIGUEL DE CERVANTES SAAVEDRA,19.3866333,-99.0567531,
ESCUELA PRIMARIA MIGUEL DE UNAMUNO,19.4257352,-99.1595015,
ESCUELA PRIMARIA MIGUEL HIDALGO AMPLIADO CLAVE 15-0973-137-00-X-016,19.4668525,-99.1058764,
ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,19.1852196,-99.0750591,
ESCUELA PRIMARIA MIGUEL SANCHEZ RIVERA,19.3063215,-99.0674796,
ESCUELA PRIMARIA MITLA 09DPR4514N,19.2907605,-99.0656130,
ESCUELA PRIMARIA MIXCOAC,19.3205328,-99.0589107,
ESCUELA PRIMARIA MOCTEZUMA ILHUICAMINA CCT 09DPR1542P,19.4513604,-99.0745417,
ESCUELA PRIMARIA MOISES SAENZ,19.4833722,-99.0995627,
ESCUELA PRIMARIA MONTES AZULES,19.3924798,-99.1477294,
ESCUELA PRIMARIA MTRA GUADALUPE NUÑEZ Y PARRA,19.4825000,-99.1195380,
ESCUELA PRIMARIA MTRO ENRIQUE C REBSAMEN,19.4975822,-99.0794494,
ESCUELA PRIMARIA MTRO FRANCISCO MONTES DE OCA,19.4081354,-99.1717309,
ESCUELA PRIMARIA MTRO MIGUEL A QUINTANA,19.5008691,-99.1302261,
ESCUELA PRIMARIA MTRO. CAYETANO RODRIGUEZ BELTRAN,19.3886185,-99.2084856,
ESCUELA PRIMARIA MTRO. MANUEL C TELLO 09DPR1363D,19.4678438,-99.0764067,
ESCUELA PRIMARIA MTROENRIQUE CREBSAMEN,19.4977989,-99.0792973,.
ESCUELA PRIMARIA MUJERES INSURGENTES,19.3159254,-99.0889532,
ESCUELA PRIMARIA MURALISTA ALFREDO ZALCE,19.3287793,-99.0797882,
ESCUELA PRIMARIA NACIONES UNIDAS,19.3960851,-99.1864423,
ESCUELA PRIMARIA NEZAHUALCOYOTL,19.3256640,-99.1591887,
ESCUELA PRIMARIA NICOLAS BRAVO,19.4953216,-99.0813388,
ESCUELA PRIMARIA NICOLAS CHAPA NIETO,19.2954728,-99.0294143,
ESCUELA PRIMARIA NICOLAS LEON,19.2853901,-98.9963381,
ESCUELA PRIMARIA NIGER,19.2903182,-99.1237757,
ESCUELA PRIMARIA NIÑO HEROE JOSE LUIS ORDAZ LOPEZ,19.4811488,-99.0762294,
ESCUELA PRIMARIA NIÑO JESUS GUARNEROS,19.4457715,-99.1143962,
ESCUELA PRIMARIA NIÑOS HEROES  311358-30600-X-015,19.3452203,-99.3128261,
ESCUELA PRIMARIA NIÑOS HEROES 09DPR5096Z,19.3226616,-99.0866566,
ESCUELA PRIMARIA NO 4 CLUB DE LEONES,19.3708727,-99.2013237,
ESCUELA PRIMARIA NORMAN E BORLAUG,19.4837080,-99.2132503,
ESCUELA PRIMARIA NORUEGA 09DPR1054Z,19.4238986,-99.1074967,
ESCUELA PRIMARIA NÚMERO 11 EMPERADOR CUITLAHUAC JORNADA AMPLIADA,19.4725535,-99.1711093,
ESCUELA PRIMARIA OBRERO MEXICANO,19.5043113,-99.1740198,
ESCUELA PRIMARIA OCTAVIO PAZ,19.2771801,-99.1183573,
ESCUELA PRIMARIA OROZCO Y BERRA,19.4577452,-99.1794165,
ESCUELA PRIMARIA PABLO MORENO,19.4393572,-99.1326780,
ESCUELA PRIMARIA PABLO PICASSO,19.3365330,-99.0464899,
ESCUELA PRIMARIA PATRIA JORNADA COMPLETA CON INGESTA,19.4805578,-99.0858395,
ESCUELA PRIMARIA PEDAGOGIA,19.3362827,-99.1332218,
ESCUELA PRIMARIA PEDRO ASCENCIO,19.3764727,-99.1485608,
ESCUELA PRIMARIA PEDRO ROMERO DE TERREROS 09DPR1048O,19.4108986,-99.0627756,
ESCUELA PRIMARIA PEDRO ROMERO DE TERREROS 09DPR1230N,19.3758006,-99.1522562,
ESCUELA PRIMARIA PEDRO SAINZ DE BARANDA,19.4151399,-99.1465049,
ESCUELA PRIMARIA PENSADOR MEXICANO,19.4477412,-99.1580171,
ESCUELA PRIMARIA PETROLEOS MEXICANOS,19.4807450,-99.2040156,
ESCUELA PRIMARIA PINTOR DIEGO RIVERA,19.1923380,-99.0893206,
ESCUELA PRIMARIA PLAN DE AYALA,19.2939556,-99.0148614,
ESCUELA PRIMARIA PLAN DE AYUTLA,19.3175093,-99.1421233,
ESCUELA PRIMARIA PLAN DE GUADALUPE,19.2971073,-99.0363398,
ESCUELA PRIMARIA PLAN DE ONCE AÑOS,19.3895365,-99.1211063,
ESCUELA PRIMARIA PLAN DE SAN LUIS,19.3446742,-99.1093561,
ESCUELA PRIMARIA POLONIA,19.4691068,-99.1863147,
ESCUELA PRIMARIA POPOL VUH SEP,19.2330180,-99.0021123,
ESCUELA PRIMARIA PRESIDENTE ADOLFO LOPEZ MATEOS,19.3680691,-99.1033836,
ESCUELA PRIMARIA PRESIDENTE PLUTARCO ELIAS CALLES,19.3907196,-99.1322669,
ESCUELA PRIMARIA PRESIDENTES DE MEXICO,19.4748737,-99.1614147,
ESCUELA PRIMARIA PRIMERO DE MAYO JORNADA AMPLIADA,19.2929108,-99.1720138,
ESCUELA PRIMARIA PROCERES DE LA INDEPENDENCIA JORNADA AMPLIADA,19.3318612,-99.2123422,
ESCUELA PRIMARIA PROCERES DE LA REFORMA,19.3321945,-99.2175543,
ESCUELA PRIMARIA PROCERES DE LA REVOLUCION,19.3346791,-99.2096488,
ESCUELA PRIMARIA PROF AGUSTIN CUE CANOVAS,19.3269660,-99.0798968,
ESCUELA PRIMARIA PROF BEATRIZ DE GORTARI Y PEREZ,19.4679363,-99.0612114,
ESCUELA PRIMARIA PROF CARMEN RAMOS DEL RIO,19.3865813,-99.0524038,
ESCUELA PRIMARIA PROF DANIEL DELGADILLO,19.4784772,-99.0812662,
ESCUELA PRIMARIA PROF JACINTO N CHAGOYA,19.4616226,-99.1349067,
ESCUELA PRIMARIA PROF LUIS GUEVARA RAMIREZ,19.3308354,-99.0742995,
ESCUELA PRIMARIA PROF MANUEL S HIDALGO CASTRO,19.3050755,-99.0415041,
ESCUELA PRIMARIA PROF RAFAEL LOPEZ MAT CCT09DPR2470T,19.3666124,-98.9935449,
ESCUELA PRIMARIA PROF ROBERTO MARTINEZ FLORES,19.5365945,-99.1421029,
ESCUELA PRIMARIA PROF. ABEL ORTEGA,19.2638047,-99.1644036,
ESCUELA PRIMARIA PROF. JOSE SANTOS VALDEZ T.M,19.3182345,-99.0420488,
ESCUELA PRIMARIA PROF. MANUEL RAFAEL GUTIERREZ,19.2890591,-99.0068580,
ESCUELA PRIMARIA PROF. XAVIER MEJIA,19.3044599,-99.1447046,
ESCUELA PRIMARIA PROFE URBANO LAVIN ROMAN,19.2942581,-99.0490376,
ESCUELA PRIMARIA PROFESOR ADOLFO VELAZQUEZ VILCHES,19.3915005,-99.2085136,
ESCUELA PRIMARIA PROFESOR ARNULFO PÉREZ HENÁNADEZ,19.3834280,-99.1121392,
ESCUELA PRIMARIA PROFESOR AVELINO BOLANOS PALACIOS,19.3223108,-99.1156463,
ESCUELA PRIMARIA PROFESOR BRUNO MARTINEZ,19.3299880,-99.0204248,
ESCUELA PRIMARIA PROFESOR CANDIDO JARAMILLO GONZALEZ,19.3376772,-99.1237989,
ESCUELA PRIMARIA PROFESOR CARITINO MALDONADO PEREZ 51-2527-534-X-024,19.2467103,-99.1064353,
ESCUELA PRIMARIA PROFESOR CARLOS FUENTES MARTÍNEZ,19.4798943,-99.0689422,
ESCUELA PRIMARIA PROFESOR CASTULO RAMIREZ LUGO,19.3795227,-99.0186387,
ESCUELA PRIMARIA PROFESOR CECILIO MIJARES POBLANO,19.2723438,-99.2368681,
ESCUELA PRIMARIA PROFESOR CLAUDIO CORTES CASTRO,19.4016791,-99.0721908,
ESCUELA PRIMARIA PROFESOR ELISEO BANDALA HERNANDEZ,19.2915381,-99.2377655,
ESCUELA PRIMARIA PROFESOR EMILIANO NEGRETE LOPEZ,19.3417447,-99.0224473,
ESCUELA PRIMARIA PROFESOR ENRIQUE VÁZQUEZ ISLAS,19.4768139,-99.0711787,
ESCUELA PRIMARIA PROFESOR ERASTO VALLE ALCARAZ,19.3809570,-99.2104040,
ESCUELA PRIMARIA PROFESOR ERNESTO MORENO BELLO,19.5610597,-99.1404970,
ESCUELA PRIMARIA PROFESOR FELIPE LOPEZ,19.3339945,-99.0236888,
ESCUELA PRIMARIA PROFESOR FRANCISCO DE LA MAZA CUADRA,19.4659438,-99.0629394,
ESCUELA PRIMARIA PROFESOR FRANCISCO NAVA BAÑUELOS,19.4959501,-99.1509704,
ESCUELA PRIMARIA PROFESOR GABRIEL LUCIO ARGUELLES,19.3171205,-99.1099045,
ESCUELA PRIMARIA PROFESOR GRACIANO SANCHEZ CCT09DPR1204P,19.3324606,-99.1077002,
ESCUELA PRIMARIA PROFESOR HERMILO ZAVALZA DEL VALLE,19.2751250,-99.2230018,
ESCUELA PRIMARIA PROFESOR JORGE CASAHONDA CASTILLO,19.3460006,-99.1896554,
ESCUELA PRIMARIA PROFESOR JOSE DE JESUS DE LA ROSA PEREZ SOTO,19.3159320,-99.1039468,
ESCUELA PRIMARIA PROFESOR JOSE GANZALEZ VILLASEÑOR,19.3318077,-99.0381283,
ESCUELA PRIMARIA PROFESOR JOSE MA BONILLA,19.4973103,-99.0957413,
ESCUELA PRIMARIA PROFESOR JUAN RAMIREZ MARQUEZ,19.3479995,-99.0290006,
ESCUELA PRIMARIA PROFESOR LIBRADO RIVERA,19.3068744,-99.1561136,
ESCUELA PRIMARIA PROFESOR LUIS ÁLVAREZ BARRET,19.3558205,-99.0603335,
ESCUELA PRIMARIA PROFESOR LUIS VILLARREAL,19.2433694,-99.1109943,
ESCUELA PRIMARIA PROFESOR MANUEL RAFAEL GUTIERREZ,19.2896527,-99.0061679,
ESCUELA PRIMARIA PROFESOR MARCELINO RENTERIA,19.3266215,-99.0537187,
ESCUELA PRIMARIA PROFESOR OCAMPO NABOR BOLAÑOS SOTO,19.4704586,-99.0679573,
ESCUELA PRIMARIA PROFESOR PABLO DAMIAN GONZALEZ,19.4976989,-99.0763441,
ESCUELA PRIMARIA PROFESOR PEDRO LOREDO ORTEGA,19.2921749,-99.2372016,
ESCUELA PRIMARIA PROFESOR PONCIANO RORIGUEZ,19.3597732,-99.1651442,
ESCUELA PRIMARIA PROFESOR PRISCILIANO MARTINEZ LOPEZ CCT 09DPR3213K,19.3979521,-99.0543077,
ESCUELA PRIMARIA PROFESOR QUINTIL GOMEZ ALVAREZ  TIEMPO COMPLETO,19.4783749,-99.0820664,
ESCUELA PRIMARIA PROFESOR RAFAEL C.HARO,19.2775590,-99.1248003,
ESCUELA PRIMARIA PROFESOR RAFAEL CRUZ MANJARREZ,19.2665738,-99.1683732,
ESCUELA PRIMARIA PROFESOR RAFAEL DELGADO,19.3411981,-99.0091319,
ESCUELA PRIMARIA PROFESOR RAFAEL HERNANDEZ LOPEZ,19.3165133,-99.2540110,
ESCUELA PRIMARIA PROFESOR RAFAEL MOLINA BETANCOURT,19.5152014,-99.1363124,
ESCUELA PRIMARIA PROFESOR RAMIRO SANCHEZ LOPEZ,19.3309037,-99.0276990,
ESCUELA PRIMARIA PROFESOR RENE AVILES ROJAS,19.2943044,-99.0580551,
ESCUELA PRIMARIA PROFESOR RUBEN MOREIRA COBOS 09DPR3168O,19.4108892,-99.0668369,
ESCUELA PRIMARIA PROFESOR RUBEN VIZCARRA Y CAMPOS,19.3338232,-99.1592741,
ESCUELA PRIMARIA PROFESOR SABINO RODRIGUEZ,19.4366782,-99.1765004,
ESCUELA PRIMARIA PROFESOR SOSTENES NICOLAS CHAPA NIETO 09DPR2624F,19.2717608,-99.1913235,
ESCUELA PRIMARIA PROFESOR TEODORO MONTIEL,19.4806658,-99.1154162,
ESCUELA PRIMARIA PROFESOR TOMAS FREGOSO,19.2258647,-98.9516426,
ESCUELA PRIMARIA PROFESOR VALENTIN ZAMORA OROZCO,19.5106491,-99.1020792,
ESCUELA PRIMARIA PROFESOR VICTOR MANUEL MANZANO DELGADO CCT 09DPR2675M,19.2772257,-99.2352773,
ESCUELA PRIMARIA PROFESORA ALICIA MARTINEZ MONTOYA,19.3739071,-99.0237798,
ESCUELA PRIMARIA PROFESORA AMELIA GARCIA Y RUBIO,19.3769834,-99.0380494,
ESCUELA PRIMARIA PROFESORA AURORA PARRA PÉREZ,19.3600333,-99.0827566,
ESCUELA PRIMARIA PROFESORA CARMEN ARROLLO DE LA PARRA,19.2887099,-99.0541237,
ESCUELA PRIMARIA PROFESORA CARMEN D0MÍNGUEZ AGUIRRE,19.3157383,-99.2481984,
ESCUELA PRIMARIA PROFESORA CONCEPCION PATINO VALDEZ CCT09DPR2298A,19.2955044,-99.2233750,
ESCUELA PRIMARIA PROFESORA ELMIRA ROCHA GARCIA JORNADA AMPLIADA,19.5067455,-99.2079095,
ESCUELA PRIMARIA PROFESORA EMMA GODOY,19.2760545,-99.2193189,
ESCUELA PRIMARIA PROFESORA MARGARITA LOPEZ FARFAN,19.5651046,-99.1392817,
ESCUELA PRIMARIA PROFESORA MARIA HAZAS VARGAS,19.3471125,-98.9954621,
ESCUELA PRIMARIA PROFESORA SUSANA ORTIZ SILVA,19.3247170,-99.1151093,
ESCUELA PRIMARIA PROFESORA VICENTA TRUJILLO,19.4516400,-99.1415715,
ESCUELA PRIMARIA PROFESORA VIRGINIA RIVERA LOZANO,19.3544187,-99.2138671,
ESCUELA PRIMARIA PROFESRO CASTULO RAMIREZ LUGO,19.3785238,-99.0185678,
ESCUELA PRIMARIA PROFR. CANDELARIO MEJIA JORNADA AMPLIADA,19.3370486,-99.1530097,
ESCUELA PRIMARIA PROFR. CARLOS SANDOVAL SEVILLA,19.3864742,-99.0814068,
ESCUELA PRIMARIA PROFRA. COLUMBA RIVERA,19.3850930,-99.0523709,
ESCUELA PRIMARIA PROGRESO CAMPESINO,19.1750283,-99.0341703,
ESCUELA PRIMARIA PROVINCIA DE QUEBEC,19.2845661,-99.2257641,
ESCUELA PRIMARIA PÚBLICA AUGUSTO CÉSAR SANDINO,19.4175884,-99.0640836,
ESCUELA PRIMARIA PUBLICA CARLOS DARWIN,19.3391310,-99.0851925,
ESCUELA PRIMARIA PUBLICA DEFENSORES DE LA REPUBLICA,19.4080916,-99.1822094,
ESCUELA PRIMARIA PUBLICA MARIANO MATAMOROS,19.4884504,-99.1908823,
ESCUELA PRIMARIA PUBLICA MARTIN OYAMBURU CMPLETO,19.4970358,-99.1974605,
ESCUELA PRIMARIA PUBLICA PLAN SEXENAL,19.1869657,-99.0735546,
ESCUELA PRIMARIA PUBLICA SIRIA,19.4423261,-99.0995975,
ESCUELA PRIMARIA PUEBLA ZARAGOZA,19.4059613,-99.0801678,
ESCUELA PRIMARIA QUETZALCOATL,19.5474088,-99.1434343,
ESCUELA PRIMARIA QUETZALCOATL 11403,19.4132471,-99.1321319,
ESCUELA PRIMARIA QUETZALCOATL 21 401,19.4120818,-99.1323355,
ESCUELA PRIMARIA QUETZALCOATL MATUINO,19.4963528,-99.0791796,
ESCUELA PRIMARIA QUILAZTLI,19.2564987,-99.1057151,
ESCUELA PRIMARIA RABINDRANATH TAGORE,19.3245949,-99.2604840,
ESCUELA PRIMARIA RAFAEL AREVALO MARTINEZ CLAVE 451464 401 00 X 021,19.3889980,-99.2127455,
ESCUELA PRIMARIA RAFAEL DONDE,19.3499388,-98.9968487,
ESCUELA PRIMARIA RAFAEL RAMOS PEDRUEZA,19.4134602,-99.1452818,
ESCUELA PRIMARIA RAFAEL SOLANA,19.3704899,-99.0059642,
ESCUELA PRIMARIA RAFAEL VALENZUELA,19.4121243,-99.0930290,
ESCUELA PRIMARIA RAMÓN G BONFIL,19.2139717,-98.9921542,
ESCUELA PRIMARIA RAMON LOPEZ,19.5189725,-99.1493208,
ESCUELA PRIMARIA RAMON MANTEROLA,19.3571312,-99.2983394,
ESCUELA PRIMARIA RAMON RAMIREZ CASTAÑEDA,19.2885276,-99.1809851,
ESCUELA PRIMARIA REFORMA AGRARIA,19.3278879,-99.1029892,
ESCUELA PRIMARIA REPUBLICA ARABE UNIDA,19.4271832,-99.0642961,
ESCUELA PRIMARIA REPUBLICA DAHOMEY,19.3938129,-99.1060165,
ESCUELA PRIMARIA REPUBLICA DE BRASIL COMPLETO 09DPR1223D,19.3492882,-99.0468814,
ESCUELA PRIMARIA REPUBLICA DE CAMERUN,19.3779445,-99.2221809,
ESCUELA PRIMARIA REPUBLICA DE CHECOSLOVAQUIA,19.3329029,-99.1355901,
ESCUELA PRIMARIA REPUBLICA DE CHINA,19.4093168,-99.1157166,
ESCUELA PRIMARIA REPÚBLICA DE COLOMBIA,19.4790179,-99.1337460,
ESCUELA PRIMARIA REPUBLICA DE CONGO,19.3715428,-99.2198326,
ESCUELA PRIMARIA REPUBLICA DE COREA,19.4741873,-99.1725825,
ESCUELA PRIMARIA REPUBLICA DE EGIPTO 09DPR4511Q,19.3205464,-99.0371803,
ESCUELA PRIMARIA REPUBLICA DE FINLANDIA,19.3497312,-99.1328947,
ESCUELA PRIMARIA REPUBLICA DE FRANCIA,19.4698909,-99.1582551,
ESCUELA PRIMARIA REPUBLICA DE GUATEMALA,19.3585398,-99.0940465,
ESCUELA PRIMARIA REPÚBLICA DE GUATEMALA,19.3497592,-99.1703543,
ESCUELA PRIMARIA REPUBLICA DE HAITI,19.4550354,-99.2068123,
ESCUELA PRIMARIA REPUBLICA DE HONDURAS,19.4449190,-99.1459155,
ESCUELA PRIMARIA REPUBLICA DE INDONESIA,19.4625382,-99.1917926,
ESCUELA PRIMARIA REPUBLICA DE ISLANDIA,19.4423697,-99.0875512,
ESCUELA PRIMARIA REPUBLICA DE LA INDIA,19.1984346,-99.1221904,
ESCUELA PRIMARIA REPUBLICA DE LIBANO,19.4278294,-99.1295978,
ESCUELA PRIMARIA REPUBLICA DE MADAGASCAR,19.3472334,-99.0520128,
ESCUELA PRIMARIA REPUBLICA DE MALI,19.3604084,-99.1284684,
ESCUELA PRIMARIA REPUBLICA DE NICARAGUA,19.3256642,-99.1343769,
ESCUELA PRIMARIA REPUBLICA DE PAKISTAN,19.4735656,-99.1045741,
ESCUELA PRIMARIA REPUBLICA DE PARAGUAY,19.3698337,-99.1894518,
ESCUELA PRIMARIA REPUBLICA DE SENEGAL,19.3053307,-99.1845123,
ESCUELA PRIMARIA REPUBLICA DE SUAZILANDIA,19.3131181,-99.1625714,
ESCUELA PRIMARIA REPUBLICA DE SUDAN,19.4858032,-99.0692419,
ESCUELA PRIMARIA REPÚBLICA DE TÚNEZ 09DPR1219R,19.3755828,-99.1515994,
ESCUELA PRIMARIA REPUBLICA DE URUGUAY,19.4626454,-99.1197556,
ESCUELA PRIMARIA REPÚBLICA DE YUGOSLAVIA,19.4195433,-99.1163699,
ESCUELA PRIMARIA REPUBLICA DEL BRASIL,19.4470280,-99.1701604,
ESCUELA PRIMARIA REPUBLICA DOMINICANA,19.4501425,-99.1301515,
ESCUELA PRIMARIA REPUBLICA FRANCESA,19.3549166,-99.1935242,
ESCUELA PRIMARIA REPUBLICA ITALIANA,19.3443993,-99.1286543,
ESCUELA PRIMARIA REPUBLICA MEXICANA,19.4813753,-99.2047347,
ESCUELA PRIMARIA REPUBLICA POPULAR DE POLONIA,19.3454215,-99.0390690,
ESCUELA PRIMARIA REPUBLICA POPULAR SOCIALISTA DE ALBANIA,19.3551020,-99.0245686,
ESCUELA PRIMARIA REVOLUCIÓN,19.4265722,-99.1489397,
ESCUELA PRIMARIA REVOLUCIÓN CLAVE 09DPR1174L,19.4271848,-99.1480954,
ESCUELA PRIMARIA REVOLUCIÓN CLAVE 09DPR2528C,19.4263949,-99.1489765,
ESCUELA PRIMARIA REY TIZOC,19.2643850,-99.1166430,
ESCUELA PRIMARIA REYNO DE JORDANIA,19.3423277,-99.1802267,
ESCUELA PRIMARIA REYNO UNIDO DE LA GRAN BRETAÑA,19.3730165,-99.1699121,
ESCUELA PRIMARIA RICARDO GOMEZ,19.3413094,-99.1992163,
ESCUELA PRIMARIA RICARDO REYES,19.4665984,-99.1047546,
ESCUELA PRIMARIA RIO PANUCO 09DPR4244K,19.2947055,-99.1621074,
ESCUELA PRIMARIA ROBERTO KOCH,19.3875771,-99.1026030,
ESCUELA PRIMARIA ROBERTO LARA Y LOPEZ,19.4442475,-99.0981733,
ESCUELA PRIMARIA ROBERTO MEDELLIN CLAVE 52-2276-556-X-022,19.2169057,-98.9728974,
ESCUELA PRIMARIA ROBERTO MEDELLIN CLAVE: 51227556042X022,19.2168923,-98.9729050,
ESCUELA PRIMARIA ROBERTO OROPEZA NAJERA,19.4722021,-99.0610597,
ESCUELA PRIMARIA ROBERTO OWEN,19.4907206,-99.1994527,
ESCUELA PRIMARIA RODOLFO MENENDEZ,19.4361411,-99.1289037,
ESCUELA PRIMARIA ROMAN SALDAÑA OROPEZA,19.3703585,-99.2013969,
ESCUELA PRIMARIA ROSA MEXICANO CCT 09DPR5102T,19.3858024,-99.2002195,
ESCUELA PRIMARIA ROSA VILLANUEVA RAMOS,19.2144362,-98.9921522,
ESCUELA PRIMARIA RUBEN DARIO,19.3164624,-99.2420971,
ESCUELA PRIMARIA RUFINO TAMAYO,19.3732238,-99.0049713,
ESCUELA PRIMARIA RUMANIA,19.3061715,-99.1776142,
ESCUELA PRIMARIA SALVADOR HERMOSO NAJERA,19.2920982,-99.0462659,
ESCUELA PRIMARIA SALVADOR TREJO ESCOBEDO,19.2011413,-99.1418321,
ESCUELA PRIMARIA SALVADOR VARELA RESENDIZ,19.5094639,-99.2016125,
ESCUELA PRIMARIA SAMUEL DELGADO I MOYA,19.3296142,-99.1629817,
